Name,Specialty,Contact,Department
Mrs. Jennifer Williams MD,Radiology,4335159156,Surgery
Teresa Johnson,Cardiology,1994800146,General
Rose Lewis,General Medicine,4976095450,General
Alejandro Morgan,Radiology,1800820961,Cardiology
Kristen Hughes,Neurology,1803976640,Surgery
Victor Cantu,Cardiology,5682064300,Neurology
Karla Boyd,Radiology,5605278104,General
Anthony Cruz,Neurology,2634622884,Neurology
Jennifer Richardson,Neurology,9145570956,Neurology
Mrs. Erin Reynolds,General Medicine,7710744422,Surgery
Elizabeth Dodson,Radiology,5150207257,Neurology
Samantha Lopez,Radiology,6591601102,General
Nathan Warren,Cardiology,6566550101,Surgery
Brian Butler,Radiology,6556708003,General
Ashley Medina,Radiology,2073999155,Surgery
Madison Terry,General Medicine,8987306309,General
Melissa Jordan,Neurology,8002604711,Cardiology
Jessica Anderson,Radiology,1989584589,Neurology
Chris York,Neurology,6132411812,Cardiology
Rachel Mathis,Cardiology,0661839907,Surgery
Darren Preston,Neurology,0918397785,Surgery
Maureen Hamilton,General Medicine,7295524405,Cardiology
Tiffany Walls,Cardiology,4381567108,Neurology
Yolanda Golden,Radiology,9254347643,Neurology
Haley Fisher,Cardiology,4518156831,Neurology
Mark Russell,Neurology,5835473760,Cardiology
Michael Fisher,Cardiology,3990892798,Cardiology
Joseph Stout,Neurology,4791980757,General
Emily Underwood,Cardiology,8904902958,Surgery
Kimberly Duncan,General Medicine,8347629440,Neurology
Kimberly Hicks,General Medicine,6234537068,General
Jessica Gentry,Neurology,0337823506,Neurology
Darius Smith,Cardiology,4843595712,Surgery
Brent Douglas,Cardiology,4315233689,Surgery
Wesley Ball,Radiology,5030936590,Neurology
Christopher Kennedy,Radiology,5824001407,Surgery
Laura Collins,Cardiology,9665741628,Neurology
Cynthia Sanchez,Neurology,7212061503,Cardiology
Eric Cantu,General Medicine,4930623732,Surgery
Kristi Gould,Radiology,3488362902,Cardiology
Mikayla Johnson,Radiology,1946350554,Cardiology
Jennifer Carter,Radiology,5635214570,Surgery
Brittany Clark,General Medicine,3071345466,Cardiology
Angelica Banks,General Medicine,0325358885,Neurology
Daniel Robinson,Neurology,0278547147,Cardiology
Angelica Durham,General Medicine,2676902145,Cardiology
Jenny Burke,Radiology,0967180475,Surgery
Mario Phillips,Cardiology,0311526727,Surgery
William Hernandez,Neurology,8262219315,Neurology
Michael Gonzales,Radiology,0670792750,Surgery
Omar Rodriguez,Cardiology,5570924755,Neurology
Thomas Salinas,Cardiology,7508403523,Neurology
Jonathan Stewart,Neurology,9472950721,Surgery
Kayla Jackson,Neurology,2633259927,General
Benjamin Perry,Neurology,0009772417,Cardiology
Ashley Knapp,General Medicine,6411510608,Neurology
David Gibson,General Medicine,8685774771,Neurology
William Hall,General Medicine,4501567696,Surgery
Steven Walsh,General Medicine,6183091594,Neurology
Antonio Lewis MD,Neurology,3895556989,Surgery
Ryan Clark,Cardiology,1221734936,Neurology
Daniel Richardson,Neurology,7151000169,General
Brooke Long,General Medicine,1397782924,Cardiology
Joseph Montgomery,General Medicine,7792752484,Neurology
Tamara Webb,Radiology,8510371126,General
Karen Holland,General Medicine,9330056058,Neurology
Jonathan Salinas,Cardiology,4214647120,Surgery
Scott Montgomery,Radiology,9623728603,Neurology
Jason Marks,Cardiology,4455810016,General
Phillip Brooks,General Medicine,2244293274,Surgery
Douglas Bates,General Medicine,6241661243,Surgery
Angela Vega,Neurology,6006952003,Cardiology
Amy Robinson,Radiology,0965501060,Surgery
Miranda Blake,Radiology,2438723905,Neurology
Katherine Smith,Neurology,5571715632,General
Teresa Garcia,Neurology,7943108749,General
Brittany Hall,Cardiology,3227108899,Cardiology
Amanda Meyers,Radiology,6846577684,Cardiology
Jimmy Gardner,Cardiology,7922793209,General
Ricky Craig,General Medicine,8439607537,Surgery
Charles Foley,Radiology,4057815576,General
Ashley Randall,Radiology,4490465539,Neurology
Daniel Maddox,Radiology,6791463249,Cardiology
Andrew Anderson,Cardiology,4113179290,Neurology
Mark Parks,Neurology,1527283876,Cardiology
Cindy Maldonado,General Medicine,1203712148,General
Melissa Brennan,General Medicine,9088309066,General
Elizabeth Zhang,Radiology,6338200828,Surgery
Stacey Grant,Radiology,0120000515,Neurology
Amanda Strickland,Neurology,3294335254,General
Carla Holder,Neurology,9199612177,Cardiology
Bryan Li,General Medicine,1027622843,General
Bruce Harvey,Cardiology,3264889396,Surgery
Brian Jones,Neurology,9894405053,Neurology
Patrick Dudley,Cardiology,0905449727,Cardiology
Bobby Horn,General Medicine,2375385419,General
Courtney Andrews,Cardiology,7883930546,Surgery
Gregory Mueller,Neurology,3686968804,Surgery
Kelly Kline,General Medicine,5486379014,General
Haley Johnson,Radiology,0104172480,Cardiology
Thomas Anderson,Radiology,6914153318,Surgery
Michael Tucker,Cardiology,4165114064,Neurology
Misty Key,General Medicine,9890958881,Cardiology
Joshua Bowers,General Medicine,5290219520,Surgery
Donald Hernandez,Neurology,8023973195,Cardiology
Adam Taylor,General Medicine,4528274472,Neurology
Daniel Gordon,Cardiology,5196618644,Cardiology
Laurie Baird,General Medicine,9530776536,Surgery
Tyrone Carter,General Medicine,4915485048,Cardiology
Sandra Torres,Radiology,2696803057,Cardiology
Cynthia Eaton,General Medicine,1589112508,General
Terrence Carlson,Radiology,8885565950,General
David Martinez,Cardiology,8205464826,Cardiology
Michelle Long,General Medicine,9493862349,Surgery
Andrea Duncan,Radiology,5786681279,General
Adriana Clark,General Medicine,4108372772,Neurology
Kristy Ross,Neurology,1923087763,Cardiology
Ashley Williams,Cardiology,4317615157,Cardiology
James Collins,Neurology,7314416331,Neurology
Alyssa May,General Medicine,7942559711,Neurology
Alexander Rowe,Cardiology,7631722398,General
Laura Roberts DDS,General Medicine,8041797032,Neurology
Theresa Moore,General Medicine,9826621074,General
Linda Alexander,Radiology,4447227068,Cardiology
Jonathan Payne,General Medicine,0505897362,Cardiology
Janet Hogan,Neurology,1760522765,Neurology
Stephen David,Neurology,9404877121,Surgery
Derek Dixon,Radiology,5846832438,General
Jeremy Gibson,General Medicine,0560625751,Cardiology
Alan Gonzalez,Radiology,2402466769,Neurology
Ralph Johnson,General Medicine,1218066899,Surgery
Mr. Travis Buck,General Medicine,5417646901,Neurology
Mrs. Janice Davenport,General Medicine,8368144610,Surgery
Craig Simpson,Radiology,2842433723,General
Tonya Garcia,Neurology,3583809981,Neurology
Robert Chapman,Neurology,8278813630,Surgery
Cindy Haney,General Medicine,8754946612,Cardiology
Benjamin Kelly,Radiology,0077969492,General
Jaime Clark,General Medicine,5328982441,Surgery
Felicia Washington,General Medicine,4037812344,Cardiology
Mark Wagner,Cardiology,0257161199,Surgery
Linda Garcia,Neurology,1178729921,Cardiology
Jonathan Vega,General Medicine,1915917241,Neurology
Angela Molina,Cardiology,8297472493,General
Jennifer Glass,General Medicine,0921201588,Surgery
Brian Fletcher,General Medicine,2030724895,Surgery
Sean Vargas DVM,Cardiology,5154445163,General
Ruben Gonzalez,Radiology,3147270287,Neurology
David Bernard,Radiology,2747645976,Surgery
Matthew Fleming,Cardiology,9345792289,General
Jennifer Thompson,General Medicine,5497008336,Cardiology
Steven Randall,General Medicine,4166960834,General
Brittany Gonzalez,Neurology,5937370117,Neurology
Michael Cobb,Cardiology,2292674403,Surgery
John Dean,General Medicine,7181955916,Cardiology
Kelly Thompson,Radiology,0966074551,General
Robert Dawson,Cardiology,3506109062,Surgery
Robert Vasquez,Neurology,7490453065,General
Stephanie Gillespie,Neurology,3596108627,Neurology
Brandon Jackson,General Medicine,7320973889,Cardiology
Alan Roberts,General Medicine,6378668007,Neurology
Thomas Alvarado,Radiology,6501673877,Surgery
Maria Parker,Radiology,9057814396,Cardiology
Jennifer Ferguson,Radiology,1830691832,Cardiology
Ashley Mcdonald,General Medicine,0293696785,Neurology
Jessica Carson,Radiology,4442281254,Neurology
Brian Miller,General Medicine,5032159105,General
Crystal Miller,Neurology,0701354053,Neurology
Caleb Martinez,Radiology,8453203538,Surgery
Daniel Watts,Cardiology,0503356912,Neurology
Kyle Wise,Cardiology,0162968792,Cardiology
James Mcknight,Neurology,1466565270,Cardiology
Daniel Cantu,Neurology,3587336527,General
Deborah Clark,General Medicine,7889527292,Cardiology
Michael Martinez,General Medicine,1306429731,Surgery
Ralph Keller,General Medicine,7086097796,Neurology
Adam Miller,Radiology,9702878152,Cardiology
Anthony Williams,Radiology,7866184308,Cardiology
Brian Stafford,Radiology,7879147299,Surgery
Douglas Reyes,Neurology,1772023052,Surgery
Ryan Orozco,General Medicine,2215755136,Cardiology
Sarah Collier,Radiology,6798827988,Surgery
Mr. Dustin Salas,Neurology,8489651039,Neurology
Stacey Nguyen,General Medicine,3899430035,General
Kimberly Castro,Neurology,1808518067,Surgery
Corey Wright,Neurology,6993166407,General
Mary Moore,Neurology,7273855115,General
Kathy Davis,Radiology,1414522979,Cardiology
Melinda Robbins,Cardiology,7397410307,Surgery
Tammy Anderson,Cardiology,8542585557,Neurology
Elizabeth Phillips,Neurology,6931043546,General
David Mathis,Neurology,8468708580,Surgery
Jennifer Blackwell,General Medicine,0923181126,General
Ryan Barrera,Radiology,3063101365,General
James Keller,Radiology,0958590704,Neurology
Daniel Flowers,Neurology,3565761748,Surgery
Jason Harrell DDS,Radiology,9943252781,Neurology
Matthew Campbell,Cardiology,5631802338,General
Tyler Christian,Cardiology,5942648832,Neurology
Angela Martinez,Cardiology,4416708963,Neurology
Sheila Vargas,Cardiology,8828826100,Surgery
Mary Obrien,General Medicine,1184091680,Neurology
Michael Riley,Cardiology,3131365983,General
James Wright,Cardiology,8304413757,Neurology
Kelly Fitzpatrick,General Medicine,4487690730,Cardiology
Paul Estrada,Neurology,3094681331,Cardiology
Daniel Murphy,General Medicine,9489320730,Neurology
Collin Rodriguez,Radiology,8020806488,Neurology
Lori Lawrence,Radiology,5492169762,Neurology
Jon Lowe,Cardiology,8139969406,Cardiology
Nathaniel Martin,Cardiology,4860714561,Cardiology
Corey Anderson,Neurology,1038129740,General
Patrick King,General Medicine,9471057010,Surgery
Amber Ward,General Medicine,0469789364,Surgery
Marc Friedman,Radiology,5249260151,Surgery
Corey Long,General Medicine,3159737436,Cardiology
Michael Hart,Cardiology,1952521801,Surgery
Jonathan Freeman,Neurology,6119116468,Neurology
Tina Harrison,Radiology,5816528170,Surgery
Dr. Sherry Harris,Neurology,2964674054,Surgery
Jonathan Orozco,Radiology,3130764048,Neurology
Janet Gomez,General Medicine,6288982476,General
Andrew Schwartz,Radiology,4796770007,Neurology
Crystal Robbins,Cardiology,7235352868,General
James Peterson,Cardiology,1681050106,Neurology
Lindsey Parrish,Neurology,8133891095,Cardiology
Laura Johnson,Radiology,1142935600,Cardiology
Amanda Potter,Radiology,7848233225,Surgery
Jonathan Sanders,Radiology,7296019054,Neurology
Edward Gonzalez,Neurology,7163635211,General
Elizabeth French,Cardiology,4260315634,General
Katherine Martinez,General Medicine,0556679391,General
Crystal Morris,General Medicine,3071097483,Surgery
Mrs. Wendy Houston,General Medicine,2698762915,Surgery
Dennis Mcbride,Neurology,2917899324,Neurology
Sylvia Harris,Neurology,4519587380,Neurology
Charles Burns,Radiology,7423006412,Cardiology
Peggy Stokes,Neurology,6211197643,Cardiology
Tina Perez,General Medicine,7858167824,General
Mr. Luis Martinez,Cardiology,3550057650,General
Cheryl Curry,General Medicine,2498346536,General
Jeffrey Smith,General Medicine,8527469250,General
Caitlin Martinez,Cardiology,5103742796,Surgery
James Allen,Cardiology,6841458565,Cardiology
Abigail Miller,Cardiology,1738880082,General
Stephanie Taylor,Radiology,0533271603,Surgery
Ruth Williams,General Medicine,3456981475,Surgery
Tracy Church,General Medicine,8489596202,General
Amber Richards,Cardiology,9274296115,General
Brittany King,Neurology,4745003127,Surgery
Kelly Perry,General Medicine,3709982382,General
Lori Mcgee,Cardiology,9141238198,Surgery
Amy Blanchard,Neurology,4576935036,Surgery
Franklin Edwards,Radiology,9354435382,General
Kari Brown,Neurology,5636186870,Surgery
Jonathan Stevens,Neurology,9183014825,Neurology
Jeff Mann,General Medicine,7117957555,Surgery
Amanda Phillips,Neurology,3469125328,Cardiology
Anna Fernandez,General Medicine,5492678366,General
Laurie Guzman,General Medicine,1111118518,Cardiology
David Fischer,Neurology,1702260009,Cardiology
Angela Thompson,Radiology,8901644349,General
Randy Brown,General Medicine,0523862520,General
Paul Davis,Neurology,7913363214,Cardiology
Amanda Williams,Cardiology,6135786468,Neurology
Alyssa Mack,Radiology,9136745857,Neurology
Natalie Dixon,General Medicine,7036450051,Neurology
Michael Wolfe,Cardiology,2393777164,Neurology
Charles Schmidt,Radiology,8331445887,Neurology
Jordan Murphy,Cardiology,9678963273,Cardiology
Robert Johnson,General Medicine,2099555704,Cardiology
Philip Romero,Radiology,1512002639,Cardiology
Vanessa Diaz,Cardiology,2218731743,General
Joseph Conner,General Medicine,8656873422,Surgery
James Vance,General Medicine,4950643395,Neurology
Kathryn Bates,General Medicine,2151879943,General
Dr. Alexander Mccarthy,Radiology,1339497920,General
Jeffrey Patterson,Neurology,4770015464,Cardiology
John Rice,Radiology,6860026363,Cardiology
Michelle Hopkins,General Medicine,0659870581,Surgery
Kaitlyn Montoya,Radiology,2965852522,General
Lisa Wilson,Radiology,1369792241,Cardiology
Nicholas Pace,Radiology,3352209097,Surgery
Ashley Elliott MD,Cardiology,5848282891,Surgery
Kristen Serrano,Cardiology,9851163346,Cardiology
Nicholas Reese,Radiology,3083002837,General
Patricia Robinson,Cardiology,0595352722,Neurology
Richard Morrison,Cardiology,4119440733,Neurology
Amy Young,Radiology,4302923815,Surgery
Cassandra Banks,Radiology,7475837579,Neurology
Chelsea Jenkins,General Medicine,4825671474,Neurology
Andrew Bennett,General Medicine,6528821210,General
Rebecca Garcia,Cardiology,0268347350,Cardiology
Susan Morales,Cardiology,0019732292,Neurology
Darlene Nolan,Radiology,2211617209,Surgery
Jimmy Moses,Neurology,4237398908,Cardiology
Emily Miller,Neurology,4367826371,Cardiology
Joseph Hawkins,Cardiology,7254020867,Cardiology
Jermaine Campbell,Neurology,4327004036,Cardiology
Jose Higgins,Cardiology,5284605215,Cardiology
Joshua Cortez,Cardiology,0573135468,Neurology
Craig Curry,General Medicine,9563115353,Neurology
Terri Le,Neurology,6956246693,General
Heather Cabrera,Neurology,2355853077,Surgery
Donald Grant,Radiology,3828191580,Surgery
Tiffany Sanford DVM,Cardiology,3997294214,Cardiology
Renee Adams,Cardiology,8180824464,General
Michael Garcia,Cardiology,2808858656,Surgery
Russell Whitehead,Radiology,6295365968,Surgery
Thomas Kemp,Neurology,1796721322,General
Brandon Brewer,Radiology,4242991934,Neurology
William Martinez,Cardiology,1142206132,Neurology
John Mcdowell,General Medicine,3100022854,Cardiology
Walter Adams,Radiology,2160514472,General
Stephanie Griffin,Radiology,0319164294,Cardiology
Jacob Valdez,Neurology,4947807850,General
Gary Alexander,Radiology,8029972998,Neurology
Jerry Park,Cardiology,9081095099,Cardiology
Margaret Wong,Cardiology,4631485115,Cardiology
John Torres,Radiology,3885695782,Cardiology
John Mclaughlin,General Medicine,5492078538,Neurology
Ashley Davis,General Medicine,0188650387,Neurology
Gabriel Wheeler,Neurology,6852874163,General
Laura Boyle,General Medicine,0274289038,Surgery
Robert Stevens,Neurology,1820511217,General
Nicholas Zimmerman,Neurology,8548416383,Cardiology
Samantha Aguirre,General Medicine,8912992503,Cardiology
Dave Griffin,General Medicine,9789612381,Cardiology
Gerald Holmes MD,General Medicine,8505466323,Surgery
Ashley Rios,General Medicine,7728531626,General
Tyler Thomas,Cardiology,6935944509,Cardiology
Donna Howard,Neurology,2741651664,General
Emily Ramos,Radiology,7421447468,Neurology
James Levine,Neurology,1010052277,Neurology
Gerald Carter,Cardiology,1512356756,Surgery
Caleb Stone,Cardiology,7885892429,Neurology
Bradley Ortiz,General Medicine,2753323341,Surgery
Rachel Hall,Cardiology,6511427770,Cardiology
Robin Dodson,General Medicine,7969849310,General
Joshua Miller,Cardiology,5042395421,Surgery
Heather Copeland,Neurology,0284001819,General
Helen Avila,Cardiology,3832420371,Surgery
Heather Reed,Cardiology,4149467935,Neurology
Cheryl Moore,Neurology,0986850097,Surgery
Patricia Jensen,General Medicine,9449557765,General
Jennifer Hall,Neurology,8088949720,Neurology
Eric Hayes,Neurology,9074027032,Surgery
Julie Haynes,Radiology,6484810909,Surgery
Kimberly White,Radiology,9037498205,General
William Brown,Radiology,3548270026,Neurology
Eric Johnson,General Medicine,9956793795,Cardiology
Rhonda Kelly MD,Radiology,8594722951,Surgery
Willie Cruz,Neurology,5534443147,Surgery
James Payne,General Medicine,1742007156,General
Melvin Lamb,Radiology,6388239905,Neurology
Shawn Hoover,Cardiology,6249026989,Neurology
Jason Stewart,Radiology,8919524174,Neurology
Richard Hall,General Medicine,0568893316,General
Carrie Riley,Cardiology,0541078534,Cardiology
Bradley Stanley,Cardiology,2949141829,General
Kathryn Sexton,Radiology,2446476393,Surgery
Jack Arellano,General Medicine,7922259932,Neurology
Nichole Bryant,General Medicine,5110037707,General
Michael Lee,Neurology,8772736607,General
Ms. Erika Jones,General Medicine,8420121158,Neurology
William Steele,Cardiology,8563914070,Cardiology
Danielle Obrien,Radiology,2978573899,Cardiology
Ryan Alexander,Cardiology,4789250603,Cardiology
Rhonda Castro,Radiology,0634011639,Cardiology
Sharon Wyatt,Cardiology,1858854544,Neurology
Gabriel Hines,Neurology,5597862417,Surgery
Jonathan Woods,Cardiology,5392688040,Neurology
Danielle Jenkins,Cardiology,4108968857,Neurology
Dr. Heather Buchanan,Radiology,0094849605,Cardiology
Sandra Mckinney,Radiology,7510330237,General
Michelle Johnson,General Medicine,5649355737,Cardiology
Jennifer Thornton,Neurology,0844466670,Neurology
Danielle Stephens,Cardiology,9785623801,Neurology
Robert Stephens,General Medicine,5431070643,Surgery
Kimberly Martinez,Radiology,2884480924,Cardiology
Jimmy Gordon,Neurology,2285164464,Surgery
Lisa Lindsey,Cardiology,0615682568,Cardiology
Heather Delgado,Neurology,1651151125,General
Michael Rhodes,General Medicine,3252109357,General
Stephanie Smith,Neurology,6332044069,General
Gary Hernandez,General Medicine,2106890511,Cardiology
Thomas Murray,General Medicine,0843620229,General
Elijah Morrison,General Medicine,9179354033,General
Natalie Anderson,Cardiology,9330537509,Cardiology
Caleb Washington,Radiology,7849362412,Surgery
Jennifer Morgan,Radiology,2972226456,Surgery
Jacob Jones,Radiology,2776293312,General
Jeffrey Ortiz,Neurology,6800646520,Neurology
Ethan Case,Neurology,6821529461,Surgery
Hannah Powell,General Medicine,5594535712,General
Roger Schmidt,Cardiology,2260160491,Neurology
Douglas Kelly,Cardiology,2933221092,Cardiology
Anthony Riley,Neurology,1344411748,General
Andrew Powell,Cardiology,2880195169,Neurology
Denise Weaver,Neurology,9767122685,Neurology
Amy Cunningham,General Medicine,7619325034,Cardiology
Eric Santos,Neurology,3394362077,Surgery
Kenneth Lutz,Neurology,2039195587,Surgery
Pamela Thomas,Neurology,3340441034,Neurology
Brandon Martinez,General Medicine,5331972484,Surgery
Maria Wallace,Radiology,4219024546,General
Brandi Villegas,Cardiology,2890153250,Cardiology
Katherine Perry,Cardiology,2813573131,Surgery
Samuel Hunter,Cardiology,6642249036,General
Juan Thomas,General Medicine,7475348188,Cardiology
Daniel Flowers,Cardiology,1042643998,Cardiology
Eileen Webster,General Medicine,5295932616,Surgery
Jesus Montgomery,Neurology,7808330683,General
James Le,Cardiology,9658988511,Surgery
Ryan Hanna,General Medicine,3213365536,General
Justin Pratt,General Medicine,0356854217,Surgery
Michael Valencia,Radiology,5387852072,Neurology
Paige Thompson,Radiology,2293806981,Surgery
Julian Fernandez,Radiology,9496720873,General
Joshua Martinez,Cardiology,7433819261,General
Carl Cook,Neurology,8214843139,General
Sierra Garrett,Cardiology,1585253409,Surgery
Chelsea Wright,Cardiology,0371272729,Surgery
Jessica Edwards,Radiology,5999535962,General
David Hammond,Neurology,5196599473,Surgery
Heather Francis,Cardiology,1777454331,General
Hannah Gutierrez MD,Cardiology,8023587340,General
Carlos Mercado,Cardiology,5682523562,Neurology
Jessica York,Cardiology,4572430651,Cardiology
Jacob Thomas,General Medicine,6943323224,Neurology
Marc Yu,Radiology,5467817974,General
Christopher Cannon,Neurology,1337204542,Cardiology
Jill Parker,Cardiology,2427986640,General
Virginia Castillo,Cardiology,9210319097,Cardiology
James Schmidt,Radiology,5657027678,Neurology
Jade Torres DDS,Cardiology,9304205467,General
Jerry Hansen,General Medicine,1429877738,Cardiology
Mathew Thompson,Radiology,7363184628,Neurology
Francis Moore,Radiology,7207962206,Cardiology
Jennifer Peterson,Cardiology,4497567066,Cardiology
Beth Burton,Neurology,1622176300,General
David Rodriguez,Neurology,5048989434,Surgery
Adam Pollard,Cardiology,7448203191,Surgery
Eric Hill,General Medicine,9949811928,General
Jennifer Callahan,Neurology,9297718662,Cardiology
Tracy Ford,Neurology,2279250177,Neurology
Timothy Bowen,Neurology,1208441183,General
Scott Jennings,Neurology,1973787314,Surgery
Austin Petty,Neurology,2972023534,Cardiology
Michelle Moss,General Medicine,9287039160,Surgery
Erika White,Radiology,0037944903,Surgery
Jason Whitaker,General Medicine,7280256576,General
Brent Beltran,Neurology,4735479583,Cardiology
Tiffany Wilson,General Medicine,9580203428,General
Meghan Estes,Cardiology,4170388440,Neurology
Brandy Jones,Cardiology,9598002055,Cardiology
Richard Kennedy,Cardiology,3062810396,Cardiology
Valerie Collins,General Medicine,2604088839,Surgery
Stephanie Jones,General Medicine,4626810874,General
Juan Baker,Cardiology,6250084310,Neurology
John Robinson,Cardiology,9306237142,Surgery
Kelsey Jones,Neurology,5002973822,Cardiology
Rhonda Perez,Neurology,2005565094,General
Lisa Rodgers,Radiology,2312884366,General
Johnathan Diaz,General Medicine,8157500607,Cardiology
Christine Wood,Cardiology,3359175856,Neurology
Elizabeth Ritter,Cardiology,8959576877,Cardiology
Shelby Mccarthy,General Medicine,6976995893,Cardiology
April Baxter,Neurology,1259057432,Surgery
Jimmy Berry,Cardiology,8244027434,Surgery
Mr. William Flores,Neurology,7655018321,Surgery
Paul Walker,Radiology,0071640176,Neurology
Mrs. Anita Madden,Cardiology,1191822799,Neurology
Amy Zamora,Radiology,1583025511,Surgery
Mrs. Emily Newton,General Medicine,5278420983,Neurology
Michael Alexander,Cardiology,6260007556,Surgery
Erin Hill,Cardiology,8557964456,Cardiology
Daniel Roberts,Neurology,3152298013,Surgery
Robert Johnson,General Medicine,3436201145,Surgery
Jessica Jones DVM,Radiology,9805272130,Neurology
John Hudson,General Medicine,6062675666,General
Cassie Miller,General Medicine,9514813416,Surgery
Brandon Beltran,Radiology,5328179469,General
Sharon Parks,Neurology,8521622784,General
Sarah Hanson,Cardiology,7602437586,Surgery
Sara Brown,General Medicine,7234692237,Neurology
Albert Cooper,Cardiology,0829558545,Cardiology
Amber Evans,Radiology,9627364006,Neurology
Carrie Brown,Cardiology,7754792322,Neurology
Michael Robinson,Radiology,8908472922,Surgery
Tracy Allen,General Medicine,3488814972,Cardiology
Robert Thomas,Radiology,9731777416,Neurology
Elizabeth Cole MD,Cardiology,1573656916,General
Robert May,General Medicine,1352866578,General
Hannah Simpson,General Medicine,8372087561,Neurology
Vincent Cooper,General Medicine,6926907719,Neurology
Kevin Cooper,Radiology,8130829415,General
Andrew Randolph,Neurology,5480010707,Neurology
Adriana Bryan,Cardiology,1820962998,Surgery
Joshua Nash,Cardiology,5802572562,General
John Jones,General Medicine,5553102297,Surgery
Joann Parker,Cardiology,8852253809,General
Laura Ferguson,Radiology,3944657990,General
Christine Ramirez,Cardiology,5909896422,Neurology
Dawn Davis,Radiology,7142998129,Neurology
Emily Choi,Neurology,8570585974,Surgery
Amber Hernandez,Cardiology,6532432129,Neurology
Laura Shannon,Neurology,4754752670,Surgery
Kelly Price,Cardiology,4188859216,General
Dennis Lopez,Neurology,3059653755,General
Christine Mitchell,General Medicine,9472798667,Neurology
